symbol,token,name,lotsize
SSDL,24856,SSDL,1
METALIETF,24861,METALIETF,1
BCLIND,2513,BCLIND,1
BALAJEE,25203,BALAJEE,1
PGHH,2535,PGHH,1
INDOUS,25503,INDOUS,1
SHAKTIPUMP,25574,SHAKTIPUMP,1
KRN,25643,KRN,1
VAL30IETF,25851,VAL30IETF,1
CHEMCON,270,CHEMCON,1
TBZ,27037,TBZ,1
SWIGGY,27066,SWIGGY,1
PRAKASH,2708,PRAKASH,1
LIQUIDPLUS,27075,LIQUIDPLUS,1
NIVABUPA,27097,NIVABUPA,1
BLACKBUCK,27144,BLACKBUCK,1
NTPCGREEN,27176,NTPCGREEN,1
EIEL,27213,EIEL,1
PRSMJOHNSN,2739,PRSMJOHNSN,1
RALLIS,2816,RALLIS,1
ANUHPHR,28314,ANUHPHR,1
CRAFTSMAN,2854,CRAFTSMAN,1
IGIL,28378,IGIL,1
MAMATA,28687,MAMATA,1
CEWATER,28764,CEWATER,1
TVSHLTD,29008,TVSHLTD,1
CARERATING,29113,CARERATING,1
PCJEWELLER,29124,PCJEWELLER,1
NEXT30ADD,29464,NEXT30ADD,1
KALYANKJIL,2955,KALYANKJIL,1
SURYODAY,2970,SURYODAY,1
NAZARA,2987,NAZARA,1
VIVIDHA,29877,VIVIDHA,1
ATULAUTO,30023,ATULAUTO,1
NIF100IETF,30392,NIF100IETF,1
SCI,3048,SCI,1
COMPUSOFT,31138,COMPUSOFT,1
BAJFINANCE,317,BAJFINANCE,1
JPOLYINVST,31507,JPOLYINVST,1
LODHA,3220,LODHA,1
JTEKTINDIA,3237,JTEKTINDIA,1
SUDARSCHEM,3327,SUDARSCHEM,1
SUBROS,3324,SUBROS,1
CAMS,342,CAMS,1
SUNFLAG,3348,SUNFLAG,1
TNPETRO,3509,TNPETRO,1
UNICHEMLAB,3579,UNICHEMLAB,1
UNIVCABLES,3607,UNIVCABLES,1
WSTCSTPAPR,3799,WSTCSTPAPR,1
ARIHANTCAP,3813,ARIHANTCAP,1
ZODIACLOTH,3821,ZODIACLOTH,1
CORALFINAC,4007,CORALFINAC,1
INDIANCARD,4422,INDIANCARD,1
KOTHARIPET,4594,KOTHARIPET,1
HERITGFOOD,4598,HERITGFOOD,1
HDFCLIFE,467,HDFCLIFE,1
GAIL,4717,GAIL,1
FDC,4898,FDC,1
SVPGLOB,5020,SVPGLOB,1
ETERNAL,5097,ETERNAL,1
ICICIB22,522,ICICIB22,1
MAHAPEXLTD,5239,MAHAPEXLTD,1
JINDALSAW,3024,JINDALSAW,1
SILVERCASE,30274,SILVERCASE,1
DBSTOCKBRO,31107,DBSTOCKBRO,1
TIINDIA,312,TIINDIA,1
BALKRISIND,335,BALKRISIND,1
SKFINDIA,3186,SKFINDIA,1
SUPERSPIN,3357,SUPERSPIN,1
SUPREMEIND,3363,SUPREMEIND,1
BALRAMCHIN,341,BALRAMCHIN,1
HONAUT,3417,HONAUT,1
JUBLPHARMA,3637,JUBLPHARMA,1
BASF,368,BASF,1
SOLARA,3672,SOLARA,1
RITES,3761,RITES,1
PVP,4010,PVP,1
JAYAGROGN,4041,JAYAGROGN,1
BHARATGEAR,426,BHARATGEAR,1
5PAISA,445,5PAISA,1
CREDITACC,4421,CREDITACC,1
HINDCON,4920,HINDCON,1
CIGNITITEC,5142,CIGNITITEC,1
STYLAMIND,5186,STYLAMIND,1
PDSL,5264,PDSL,1
ROLEXRINGS,5279,ROLEXRINGS,1
ASAHIINDIA,5378,ASAHIINDIA,1
CARTRADE,5407,CARTRADE,1
CONTROLPR,17477,CONTROLPR,1
JINDALPOLY,1756,JINDALPOLY,1
BAFNAPH,17742,BAFNAPH,1
REFEX,17764,REFEX,1
LTIM,17818,LTIM,1
AHLUCONT,17833,AHLUCONT,1
GILLANDERS,17839,GILLANDERS,1
ABBOTINDIA,17903,ABBOTINDIA,1
HINDCOPPER,17939,HINDCOPPER,1
MMTC,17957,MMTC,1
JYOTISTRUC,1802,JYOTISTRUC,1
NIFTY1,18102,NIFTY1,1
JIOFIN,18143,JIOFIN,1
ORIENTLTD,18208,ORIENTLTD,1
KARURVYSYA,1838,KARURVYSYA,1
AEROFLEX,18268,AEROFLEX,1
MITTAL,18562,MITTAL,1
EMSLIMITED,18593,EMSLIMITED,1
ENDURANCE,18822,ENDURANCE,1
KSL,18889,KSL,1
AARVI,19073,AARVI,1
SFL,19184,SFL,1
WEALTH,1923,WEALTH,1
BAJAJCON,19531,BAJAJCON,1
BHANDARI,19556,BHANDARI,1
ALPHAETF,19640,ALPHAETF,1
DEEPAKNTR,19943,DEEPAKNTR,1
UNIDT,201,UNIDT,1
BEDMUTHA,20196,BEDMUTHA,1
URJA,20203,URJA,1
IREDA,20261,IREDA,1
M&M,2031,M&M,1
COALINDIA,20374,COALINDIA,1
IOLCP,20413,IOLCP,1
BBNPPGOLD,20547,BBNPPGOLD,1
INDIASHLTR,20556,INDIASHLTR,1
BHAGYANGR,20776,BHAGYANGR,1
MAHSCOOTER,2085,MAHSCOOTER,1
MUFTI,20878,MUFTI,1
RKDL,20950,RKDL,1
SUNCLAY,20956,SUNCLAY,1
PSB,21001,PSB,1
STARCEMENT,21091,STARCEMENT,1
BFINVEST,21113,BFINVEST,1
TATSILV,21428,TATSILV,1
SMSLIFE,21551,SMSLIFE,1
SBILIFE,21808,SBILIFE,1
TEXRAIL,21828,TEXRAIL,1
DIAMONDYD,21840,DIAMONDYD,1
MCL,22360,MCL,1
MODTHREAD,2241,MODTHREAD,1
MAXIND,22428,MAXIND,1
PENINLAND,2256,PENINLAND,1
PFS,22602,PFS,1
CAPITALSFB,22675,CAPITALSFB,1
VSTL,22730,VSTL,1
HLEGLAS,2289,HLEGLAS,1
PLATIND,22930,PLATIND,1
NCC,2319,NCC,1
SMCGLOBAL,2320,SMCGLOBAL,1
171NSETEST,23446,171NSETEST,1
NURECA,2350,NURECA,1
181NSETEST,23447,181NSETEST,1
SINCLAIR,23480,SINCLAIR,1
ASIANPAINT,236,ASIANPAINT,1
ABSLPSE,23806,ABSLPSE,1
NAVNETEDUL,2385,NAVNETEDUL,1
IXIGO,24067,IXIGO,1
PEL,2412,PEL,1
SYMPHONY,24190,SYMPHONY,1
RAILTEL,2431,RAILTEL,1
ABDL,24308,ABDL,1
NOCIL,2442,NOCIL,1
MIDHANI,2463,MIDHANI,1
AVANTEL,24610,AVANTEL,1
OILCOUNTUB,2472,OILCOUNTUB,1
GSEC10ABSL,24847,GSEC10ABSL,1
ORIENTHOT,2493,ORIENTHOT,1
ADANIENT,25,ADANIENT,1
BODALCHEM,25017,BODALCHEM,1
PREMIERENE,25049,PREMIERENE,1
PAISALO,25468,PAISALO,1
MOMENTUM50,25606,MOMENTUM50,1
HUHTAMAKI,2562,HUHTAMAKI,1
GROWWDEFNC,25758,GROWWDEFNC,1
VINCOFE,25835,VINCOFE,1
GROWWGOLD,25872,GROWWGOLD,1
DBEIL,25892,DBEIL,1
SWANENERGY,27095,SWANENERGY,1
RTNINDIA,27297,RTNINDIA,1
ROSSTECH,27353,ROSSTECH,1
ARVEE,2814,ARVEE,1
VMM,27969,VMM,1
ANURAS,2829,ANURAS,1
LXCHEM,2841,LXCHEM,1
DAMCAPITAL,28662,DAMCAPITAL,1
ZUARI,29050,ZUARI,1
JUBLCPL,29590,JUBLCPL,1
AJAXENGG,29624,AJAXENGG,1
HEXT,29666,HEXT,1
GROWWN200,29872,GROWWN200,1
JUSTDIAL,29962,JUSTDIAL,1
SAURASHCEM,3018,SAURASHCEM,1
SHANTIGEAR,3078,SHANTIGEAR,1
INDOSTAR,3088,INDOSTAR,1
HONDAPOWER,3138,HONDAPOWER,1
MODISONLTD,3316,MODISONLTD,1
BALMLAWRIE,338,BALMLAWRIE,1
SWARAJENG,3384,SWARAJENG,1
BANARBEADS,347,BANARBEADS,1
BANARISUG,350,BANARISUG,1
MAFANG,3507,MAFANG,1
AXISBPSETF,3530,AXISBPSETF,1
NAM-INDIA,357,NAM-INDIA,1
TTKPRESTIG,3546,TTKPRESTIG,1
BATAINDIA,371,BATAINDIA,1
VLSFINANCE,3715,VLSFINANCE,1
ZEEL,3812,ZEEL,1
HATSUN,3892,HATSUN,1
NATCOPHARM,3918,NATCOPHARM,1
EIMCOELECO,4040,EIMCOELECO,1
BHARATFORG,422,BHARATFORG,1
REGENCERAM,4130,REGENCERAM,1
STERTOOLS,4299,STERTOOLS,1
CONCOR,4749,CONCOR,1
BLUEDART,495,BLUEDART,1
BPCL,526,BPCL,1
BFSI,5220,BFSI,1
PSUBANKADD,17616,PSUBANKADD,1
VIJIFIN,17691,VIJIFIN,1
QUESS,17704,QUESS,1
SBICARD,17971,SBICARD,1
UNITEDTEA,17999,UNITEDTEA,1
DBL,18086,DBL,1
VASCONEQ,18110,VASCONEQ,1
MANINFRA,18226,MANINFRA,1
KAMATHOTEL,1826,KAMATHOTEL,1
DIACABS,18543,DIACABS,1
RRKABEL,18566,RRKABEL,1
MARATHON,18659,MARATHON,1
VBL,18921,VBL,1
PODDARMENT,19036,PODDARMENT,1
ITBEES,19084,ITBEES,1
SENSEXETF,19224,SENSEXETF,1
LAURUSLABS,19234,LAURUSLABS,1
MONIFTY500,19237,MONIFTY500,1
PLAZACABLE,19458,PLAZACABLE,1
BSE,19585,BSE,1
ESAFSFB,19878,ESAFSFB,1
ORISSAMINE,19931,ORISSAMINE,1
CGCL,20329,CGCL,1
GRAVITA,20534,GRAVITA,1
MAHSEAMLES,2088,MAHSEAMLES,1
GTPL,21195,GTPL,1
AXISNIFTY,21252,AXISNIFTY,1
OPTIEMUS,21469,OPTIEMUS,1
STEL,21484,STEL,1
COMSYN,21578,COMSYN,1
CHOLAHLDNG,21740,CHOLAHLDNG,1
ICICIGI,21770,ICICIGI,1
HFCL,21951,HFCL,1
TOTAL,22423,TOTAL,1
HEALTHADD,22592,HEALTHADD,1
GPTHEALTH,22846,GPTHEALTH,1
MTNL,2294,MTNL,1
EXICOM,22947,EXICOM,1
AADHARHFC,23729,AADHARHFC,1
PIIND,24184,PIIND,1
VRAJ,24321,VRAJ,1
SBISILVER,24366,SBISILVER,1
OLAELEC,24777,OLAELEC,1
SURAJLTD,24966,SURAJLTD,1
ECOSMOBLTY,25060,ECOSMOBLTY,1
STYLEBAAZA,25114,STYLEBAAZA,1
EUREKAFORB,25162,EUREKAFORB,1
TOLINS,25262,TOLINS,1
UYFINCORP,25626,UYFINCORP,1
JISLDVREQS,25684,JISLDVREQS,1
DSSL,25690,DSSL,1
BANKPSU,25725,BANKPSU,1
METAL,25744,METAL,1
APLAPOLLO,25780,APLAPOLLO,1
HERANBA,2614,HERANBA,1
IT,2627,IT,1
KPEL,27079,KPEL,1
SPECIALITY,27107,SPECIALITY,1
CINELINE,27161,CINELINE,1
RACLGEAR,27171,RACLGEAR,1
JUBLINGREA,2783,JUBLINGREA,1
RSWM,2794,RSWM,1
RANEHOLDIN,2844,RANEHOLDIN,1
TRANSRAILL,28714,TRANSRAILL,1
PROZONER,28859,PROZONER,1
RIIL,2912,RIIL,1
QUADFUTURE,29087,QUADFUTURE,1
NIBE,29487,NIBE,1
SAKHTISUG,2969,SAKHTISUG,1
ORIENTELEC,2972,ORIENTELEC,1
NIFTY100EW,29944,NIFTY100EW,1
WONDERLA,3002,WONDERLA,1
AXISTECETF,3010,AXISTECETF,1
ESSENTIA,30323,ESSENTIA,1
BARBEQUE,3127,BARBEQUE,1
NDL,31258,NDL,1
SIEMENS,3150,SIEMENS,1
GILT5YBEES,3172,GILT5YBEES,1
ANGELONE,324,ANGELONE,1
DEEPINDS,3292,DEEPINDS,1
SPMLINFRA,3321,SPMLINFRA,1
SUNDRMFAST,3345,SUNDRMFAST,1
AJOONI,3403,AJOONI,1
THOMASCOOK,3481,THOMASCOOK,1
TATASTEEL,3499,TATASTEEL,1
TORNTPHARM,3518,TORNTPHARM,1
BBTC,380,BBTC,1
VOLTAS,3718,VOLTAS,1
WEIZMANIND,3748,WEIZMANIND,1
AEGISLOG,40,AEGISLOG,1
BEL,383,BEL,1
ZUARIIND,3827,ZUARIIND,1
NAVA,4014,NAVA,1
MARICO,4067,MARICO,1
SILINV,4105,SILINV,1
SANGAMIND,4184,SANGAMIND,1
HDFCAMC,4244,HDFCAMC,1
ALKYLAMINE,4487,ALKYLAMINE,1
NEXT50IETF,4529,NEXT50IETF,1
3MINDIA,474,3MINDIA,1
SAREGAMA,4892,SAREGAMA,1
MADRASFERT,4911,MADRASFERT,1
PHARMABEES,4973,PHARMABEES,1
SBIETFCON,5168,SBIETFCON,1
UTIAMC,527,UTIAMC,1
GMDCLTD,5204,GMDCLTD,1
FMCGIETF,5306,FMCGIETF,1
UGROCAP,5313,UGROCAP,1
WINDLAS,5366,WINDLAS,1
EPIGRAL,5382,EPIGRAL,1
3IINFOLTD,6232,3IINFOLTD,1
DTIL,6227,DTIL,1
CCHHL,6385,CCHHL,1
CONSUMIETF,6446,CONSUMIETF,1
LAXMICOT,6568,LAXMICOT,1
EQUAL50ADD,6606,EQUAL50ADD,1
SJS,6643,SJS,1
IVC,6711,IVC,1
STEELCAS,6803,STEELCAS,1
ASIANENE,7030,ASIANENE,1
HESTERBIO,7048,HESTERBIO,1
HPAL,7376,HPAL,1
MOINFRA,757031,MOINFRA,1
SNXT30BEES,757455,SNXT30BEES,1
SAMBHV,757767,SAMBHV,1
IGCL,757801,IGCL,1
GROWWNET,757814,GROWWNET,1
MOMIDMTM,757817,MOMIDMTM,1
KALPATARU,758558,KALPATARU,1
DCM,805,DCM,1
SAGARDEEP,8175,SAGARDEEP,1
DHAMPURSUG,857,DHAMPURSUG,1
MID150BEES,8506,MID150BEES,1
SONAMLTD,8806,SONAMLTD,1
CHOICEIN,8866,CHOICEIN,1
UMIYA-MRO,8998,UMIYA-MRO,1
ORCHPHARMA,926,ORCHPHARMA,1
VENUSPIPES,9592,VENUSPIPES,1
KHANDSE,9641,KHANDSE,1
PARADEEP,9741,PARADEEP,1
ACUTAAS,5578,ACUTAAS,1
INTELLECT,5926,INTELLECT,1
ATGL,6066,ATGL,1
LAMBODHARA,6407,LAMBODHARA,1
EXIDEIND,676,EXIDEIND,1
GREENLAM,6848,GREENLAM,1
CIPLA,694,CIPLA,1
MENONBE,6961,MENONBE,1
MAHKTECH,7074,MAHKTECH,1
MEDPLUS,7254,MEDPLUS,1
COROMANDEL,739,COROMANDEL,1
MANAKALUCO,7420,MANAKALUCO,1
NIFTY50ADD,7451,NIFTY50ADD,1
NRBBEARING,7553,NRBBEARING,1
OSWALPUMPS,756802,OSWALPUMPS,1
PRIMO,756925,PRIMO,1
BELRISE,757102,BELRISE,1
AEGISVOPAK,757336,AEGISVOPAK,1
MOPSE,757431,MOPSE,1
BLUSPRING,757520,BLUSPRING,1
IMAGICAA,7672,IMAGICAA,1
DABUR,772,DABUR,1
NETF,7838,NETF,1
SILVERIETF,7942,SILVERIETF,1
MALLCOM,7965,MALLCOM,1
RPSGVENT,8119,RPSGVENT,1
AJANTPHARM,8124,AJANTPHARM,1
BLBLIMITED,8132,BLBLIMITED,1
SOFTTECH,8266,SOFTTECH,1
MOLOWVOL,8654,MOLOWVOL,1
OBCL,8797,OBCL,1
AVROIND,8827,AVROIND,1
KRITIKA,9288,KRITIKA,1
STLTECH,9309,STLTECH,1
SILVERTUC,9422,SILVERTUC,1
VIKASLIFE,9931,VIKASLIFE,1
JAIPURKURT,5516,JAIPURKURT,1
ITDCEM,5622,ITDCEM,1
CUB,5701,CUB,1
COASTCORP,6006,COASTCORP,1
CENTENKA,619,CENTENKA,1
NATIONALUM,6364,NATIONALUM,1
IGARASHI,634,IGARASHI,1
GENUSPAPER,6600,GENUSPAPER,1
NIPPOBATRY,6782,NIPPOBATRY,1
AARTIIND,7,AARTIIND,1
GOCOLORS,6964,GOCOLORS,1
METROBRAND,7242,METROBRAND,1
NILASPACES,7411,NILASPACES,1
MONQ50,7422,MONQ50,1
WAAREERTL,756038,WAAREERTL,1
ATHERENERG,757645,ATHERENERG,1
MONARCH,7679,MONARCH,1
INOXWIND,7852,INOXWIND,1
LFIC,7902,LFIC,1
SHIVATEX,804,SHIVATEX,1
CROWN,8083,CROWN,1
AWL,8110,AWL,1
DEVIT,8146,DEVIT,1
BANKA,822,BANKA,1
DEEPAKFERT,827,DEEPAKFERT,1
MITCON,8469,MITCON,1
GMRP&UI,8529,GMRP&UI,1
CHALET,8546,CHALET,1
PRIVISCL,8825,PRIVISCL,1
PIXTRANS,9087,PIXTRANS,1
EIDPARRY,916,EIDPARRY,1
NILAINFRA,9253,NILAINFRA,1
ELGIEQUIP,937,ELGIEQUIP,1
RAINBOW,9408,RAINBOW,1
SPLPETRO,9617,SPLPETRO,1
HIKAL,9668,HIKAL,1
AETHER,9810,AETHER,1
NEXTMEDIA,9867,NEXTMEDIA,1
AIRAN,9897,AIRAN,1
EUROTEXIND,999,EUROTEXIND,1
INTLCONV,5606,INTLCONV,1
ASTRAZEN,5610,ASTRAZEN,1
GRAPHITE,592,GRAPHITE,1
MONTECARLO,5938,MONTECARLO,1
SIKKO,6218,SIKKO,1
ABREL,625,ABREL,1
NIFTYETF,6353,NIFTYETF,1
TECHNOE,6445,TECHNOE,1
NYKAA,6545,NYKAA,1
PAYTM,6705,PAYTM,1
BSOFT,6994,BSOFT,1
JMA,7109,JMA,1
ANANDRATHI,7145,ANANDRATHI,1
RATEGAIN,7177,RATEGAIN,1
JTLIND,7287,JTLIND,1
GLENMARK,7406,GLENMARK,1
EVIETF,755881,EVIETF,1
TINNARUBR,756020,TINNARUBR,1
SILVER360,756150,SILVER360,1
GROWWSLVR,756827,GROWWSLVR,1
CRISIL,757,CRISIL,1
MON50EQUAL,756900,MON50EQUAL,1
MOMGF,757099,MOMGF,1
DIGITIDE,757515,DIGITIDE,1
TOP15IETF,757781,TOP15IETF,1
RAYMONDREL,758551,RAYMONDREL,1
GLOBECIVIL,758572,GLOBECIVIL,1
CMSINFO,7603,CMSINFO,1
MAKEINDIA,7979,MAKEINDIA,1
BSHSL,809,BSHSL,1
DCMSHRIRAM,811,DCMSHRIRAM,1
PRITI,8304,PRITI,1
MIDCAPETF,8413,MIDCAPETF,1
XELPMOC,8477,XELPMOC,1
NLCINDIA,8585,NLCINDIA,1
MSUMI,8596,MSUMI,1
VERANDA,8890,VERANDA,1
E2E,8937,E2E,1
TIPSMUSIC,9117,TIPSMUSIC,1
UTISXN50,9168,UTISXN50,1
TPLPLASTEH,9219,TPLPLASTEH,1
STARTECK,9305,STARTECK,1
CAMPUS,9362,CAMPUS,1
SKIPPER,9428,SKIPPER,1
PRUDENT,9553,PRUDENT,1
MAHESHWARI,9576,MAHESHWARI,1
KPITTECH,9683,KPITTECH,1
TRIDENT,9685,TRIDENT,1
GOLDTECH,9874,GOLDTECH,1
KOTHARIPRO,5528,KOTHARIPRO,1
CANFINHOME,583,CANFINHOME,1
SANSERA,5751,SANSERA,1
PASUPTAC,6045,PASUPTAC,1
GOODLUCK,6125,GOODLUCK,1
SAPPHIRE,6718,SAPPHIRE,1
JINDALSTEL,6733,JINDALSTEL,1
SMLT,6843,SMLT,1
BAJAJHCARE,6863,BAJAJHCARE,1
HEMIPROP,701,HEMIPROP,1
SHIVALIK,7016,SHIVALIK,1
ACCELYA,7053,ACCELYA,1
SHALBY,714,SHALBY,1
SBIETFPB,722,SBIETFPB,1
SBIETFQLTY,7218,SBIETFQLTY,1
DCMSRIND,7325,DCMSRIND,1
SETFNIFBK,7361,SETFNIFBK,1
ZENTEC,7508,ZENTEC,1
GROWWMOM50,756086,GROWWMOM50,1
MOTOUR,757443,MOTOUR,1
FISCHER,757658,FISCHER,1
HDBFS,757772,HDBFS,1
CRIZAC,757850,CRIZAC,1
BELLACASA,757938,BELLACASA,1
MHLXMIRU,7886,MHLXMIRU,1
GRWRHITECH,7982,GRWRHITECH,1
MAHLIFE,8050,MAHLIFE,1
DALBHARAT,8075,DALBHARAT,1
SILVERBEES,8080,SILVERBEES,1
MEGASTAR,8153,MEGASTAR,1
GATEWAY,8510,GATEWAY,1
INDOBORAX,8614,INDOBORAX,1
VETO,8652,VETO,1
BCG,8833,BCG,1
UFO,9039,UFO,1
ROTO,9049,ROTO,1
EICHERMOT,910,EICHERMOT,1
INDOAMIN,9116,INDOAMIN,1
NV20BEES,9847,NV20BEES,1
